class,problem,code,answer
1,"피오의 몸무게는 76kg이고, 호동은 피오보다 25kg 더 무겁습니다. 현아와 동호의 몸무게의 합은 몇 kg인가요?","a = 76
b = 25
y = a + a + b
print(y)",177
1,야구공 9999개를 한 상자에 25개씩 넣어서 팔려고 합니다. 최대로 팔 수 있는 야구공은 몇 개입니까?,"a = 9999
b = 25
y = a // b * b
print(y)",9975
3,"4장의 수 카드 2, 5, 7, 6 가 있습니다. 이중에서 2장을 뽑아 만들 수 있는 A.B 형태의  소수 중에서 가장 큰 수와 가장 작은 수의 차를 구하세요","from itertools import permutations

a = ['2', '5', '7', '6']
b = 2
c = int(max(map(''.join, permutations(a, b)))) / 10
d = int(min(map(''.join, permutations(a, b)))) / 10
y = c - d
print(""{:.2f}"".format(y))",5.10
7,"민지는 사과 112개를 갖고 있습니다. 이 중 1/4은 미소에게 주고, (28)남은 양의 1/2는(42) 민정이에게 주고, 남은 양의 1/3는 현지에게 주었습니다.(14) 누가 가장 많은 사과를 갖고 있을까요?","a = 112
b = 1 / 4
c = 1 / 2
d = 1 / 3
e = a * b
f = (a - e) * c
g = (a - e - f) * d
dicts = {'민지': a - (e + f + g), '미소': e, '민정': f, '현지': g}
y = max(dicts, key=dicts.get)
print(y)",민정
8,둘레가 81cm 인 정구각형의 한 변은 몇 cm 입니까?,"a = 81
b = 9
y = a // b
print(y)",9
8,"한변이 2미터, 다른 변이 300센티미터인 직사각형이 있습니다. 밑변이 20미터, 높이가 5미터인 삼각형이 있다면, 두 도형의 넓이의 합은 몇 센티미터²일까요?","a = 2 * 100
b = 300
c = 20 * 100
d = 5 * 100
y = a * b + c * d // 2
print(y)",560000
1,첼로는 바닥에 내려 놓고 6줄로 연주하는 현악기입니다. 첼로가  8대 있다면 줄은 모두 몇 개일까요?,"a = 6
b = 8
y = a * b
print(y)",48
1,문어의 다리는 8개입니다. 문어가 28마리 있다면 다리는 총 몇 개일까요?,"a = 8
b = 28
y = a * b
print(y)",224
8,가로 12cm 세로 16cm인 직사각형 A가 있습니다. 이 직사각형의 네 변의 길이의 합은 정사각형B의 네 변의 길이의 합이 같습니다. 정사각형의 한 변은 몇cm 입니까?,"a = 12
b = 16
c = 4
y = (a + b) * 2 // c
print(y)",14
8,"네 변의 길이의 합이 90cm 인 직사각형의 가로의 길이가 17cm 이면, 세로는 몇 cm 입니까?","a = 90
b = 17
y = (a - b * 2) // 2
print(y)",28
2,"학교에서 국어, 수학, 영어, 과학, 사회의 순서로 시험을 봤습니다. 두 번째로 시험을 본 과목은 무엇입니까?","a = ['국어', '수학', '영어', '과학', '사회']
b = 2
y = a[b - 1]
print(y)",수학
8,길이가 49센티미터인 실을 사용하여 가장 큰 정사각형을 만들고 남은 실의 길이는 몇 센티미터 입니까?,"a = 49
b = 4
c = a // b
y = a - (b * c)
print(y)",1
4,26과 48의 최대공약수는 몇인가요?,"import math

a = 26
b = 48
y = math.gcd(a, b)
print(y)",2
8,모서리의 길이가 모두 같은 육각기둥 모서리의 길이가 6센티미터일 때 모든 모서리의 길이의 합은 몇 센티미터일까요?,"a = 6
b = 6
y = a * 3 * b
print(y)",108
1,현아네 반 학생 수는 36명입니다. 이 중에서 4명이 수학을 좋아하지 않고 나머지는 수학을 좋아합니다. 전체 학생 수에 대한 수학을 좋아하는 학생 수의 비율 구하고 소수점 아래 둘 째자리까지 표기하세요.,"a = 36
b = 4
y = (a - b) / a
print(""{:.2f}"".format(y))",0.89
8,"수민이는 가로가 22센티미터, 세로가 13센티미터인 직사각형 모양의 천을 사용했습니다. 수진이가 사용한 천의 넓이는 몇 제곱센티미터입니까?","a = 22
b = 13
y = a * b
print(y)",286
1,카드가 한 상자에 57개씩 들어 있습니다. 5상자에 들어 있는 카드는 몇 개인가요?,"a = 57
b = 5
y = a * b
print(y)",285
8,"가로 17센티미터, 세로 11센티미터인 직사각형이 있습니다. 이 직사각형의 둘레는 몇 센티미터일까요?","a = 17
b = 11
y = (a + b) * 2
print(y)",56
2,"정수, 연호, 윤지, 유진, 유정, 윤수가 순서대로 줄을 서있다고 할때, 3번째에 서 있는 사람은 누구인가요?","a = ['정수', '연호', '윤지', '유진', '유정', '윤수']
b = 3
y = a[b - 1]
print(y)",윤지
4,5보다 1만큼 더 작은 수는 얼마입니까?,"a = 5
b = 1
y = a - b
print(y)",4
8,한 변의 길이가 5cm인 마름모의 둘레를 구하시오.,"a = 5
b = 4
y = a * b
print(y)",20
8,가로가 21 cm 세로가 15cm인 직사각형이 있습니다. 이 직사각형의 둘레는 몇 cm일까요?,"a = 21
b = 15
y = (a + b) * 2
print(y)",72
1,밀리는 종이학 9마리를 접는 데 189초가 소요됩니다. 승기가 종이학 45마리를 접는 데 걸리는 시간은 몇 분 몇 초입니까?,"a = 9
b = 189
c = 45
y = (b // a) * c
print(y)
",945
6,어떤 수에 5를 곱해야 하는데 잘못하여 더하였더니 31이 되었습니다. 어떤 수에 5를 곱하면 얼마입니까?,"a = 5
b = 31
y = (b - a) * a
print(y)",130
3,"숫자 카드 1, 3, 5, 7, 9 중에서, 숫자 카드를 모두 한 번씩만 사용한다면 만들 수 있는 가장 큰 수는 무엇인가요?","a = [1, 3, 5, 7, 9]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",97531
8,"가로가 9센티미터, 세로가 11센티미터인 직사각형이 있습니다. 이 직사각형의 넓이를 구하세요.","a = 9
b = 11
y = a * b
print(y)",99
8,"지혜는 밑변이 10cm 이고 높이가 5cm 인 삼각형을 그렸고, 동건이는 밑변이 30cm 이고 높이가 15cm 인 삼각형을 그렸다고하면, 동건이가 그린 삼각형의 넓이는 지혜가 그린 삼각형의 넓이의 몇 배입니까?","a = 10 * 5 * 0.5
b = 30 * 15 * 0.5
y = int(b // a)
print(y)",9
8,"가로가 9센티미터, 세로가 10센티미터인 직사각형이 있습니다. 이 직사각형의 둘레를 구하세요.","a = 9
b = 10
y = 2 * (a + b)
print(y)",38
8,한 변의 길이가 12cm인 정육각형이 있습니다. 이 정육각형의 둘레는 몇 cm인가요?,"a = 12
b = 6
y = a * b
print(y)",72
8,"가로가 7cm, 세로가 9cm인 직사각형 10개를 일렬로 붙여서 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 7
b = 9
c = 10
y = (a * c * 2) + (b * 2)
print(y)",158
1,문구점에서 250 원 하는 지우개 3 개와 8 자루에 800 원 하는 연필 6 자루를 사고 2000 원을 냈습니다. 거스름돈으로 얼마를 받아야할 지 구해보시오.,"a = 250
b = 3
c = 8
d = 800
e = 6
f = 2000
y = f - (d // c * e + a * b)
print(y)",650
1,"고양이는 다리가 4개입니다. 공원에 있는 고양이 다리의 총 합이 44개라면 , 고양이는 총 몇마리가 있을까요?","a = 4
b = 44
y = b // a
print(y)",11
1,"미래 초콜릿 3.2kg 1개의 0.56만큼이 지방 성분이라면, 지방 성분이 몇 kg인가요?","a = 3.2
b = 0.56
y = a * b
print(""{:.2f}"".format(y))",1.79
7,"우유를 흥민이는 8/25L 마셨고, 민재는 0.54L 마셨습니다. 누가 더 우유를 많이 마셨을까요?","a = 8/25
b = 0.54
dicts = {'흥민': a, '민재': b}
y = max(dicts, key=dicts.get)
print(y)",민재
8,"길이가 80cm 인 철사를 구부려서 정팔각형 모양을 만들려고 한다면, 한 변의 길이를 몇 cm 로 해야 합니까?","a = 80
b = 8
y = int(a // b)
print(y)",10
1,수이가 똑같은 쇠구슬 16개를 양팔 저울에 올려놓으려고 합니다. 한 쪽에 몇 개씩 올려놓으면 좋을까요?,"a = 16
b = 2
y = a // b
print(y)",8
1,5cm 짜리 철사를 10 도막으로 똑같이 나누었습니다. 철사 한 도막의 길이는 몇 mm 인지 구하시오.,"a = 5
b = 10
c = a * 10
y = c // b
print(y)",5
8,"가로가 10cm, 세로가 8cm인 직사각형이 있습니다. 이 직사각형과 둘레가 같은 정사각형의 한 변은 몇cm 인지 구하시오","a = 10
b = 8
c = 4
y = int(((a + b) * 2) / c)
print(y)",9
3,50부터 100까지의 수 중에서 4로 나누었을 때 나머지가 3이 되는 수는 모두 몇 개입니까?,"a = 50
b = 100
c = 4
d = 3
y = 0
for i in range(a, b + 1):
    if i % c == d:
        y += 1
print(y)",13
8,"밑변이 12cm, 높이가 10cm인 평행사변형, 밑변이 15cm, 높이가 6cm인 삼각형이 있습니다. 두 도형의 넓이의 차는 몇 cm² 입니까? ","a = 12
b = 10
c = 15
d = 6
y = a * b - c * d // 2
print(y)",75
4,"45/50을 약분하려고 합니다. 2, 3, 4, 8, 10 중에서 분모와 분자를 약분할 수 없는 수는 몇 개인가요?","a = 45
b = 50
c = [2, 3, 4, 5, 10]
y = 0
for i in c:
    if a % i == 0 and b % i == 0:
        continue
    else:
        y += 1
print(y)",4
3,"4장의 수 카드 1, 5, 3, 8를 한 번씩 사용하여 만들 수 있는 가장 큰 세 자리 수와 가장 작은 세 자리 수의 차를 구하세요.","from itertools import permutations

a = ['1', '5', '3', '8']
b = int(max(map(''.join, permutations(a, 3))))
c = int(min(map(''.join, permutations(a, 3))))
y = b - c
print(y)",718
7,"피자가 한 판 있습니다. 은미가 전체의 1/6을 먹고, 민서가 전체의 1/5을 먹고, 현지가 전체의 1/8을 먹었다면. 피자를 가장 많이 먹은 사람은 누구입니까?","a = 1 / 6
b = 1 / 5
c = 1 / 8
dicts = {'은미': a, '민서': b, '현지': c}
y = max(dicts, key=dicts.get)
print(y)",민서
1,"수첩 한 권의 무게는 55g , 연필 한 타의 무게는 240g , 색연필 한 자루의 무게는 35g 입니다. 수첩 1 권, 연필 5 자루, 색연필 4 자루의 무게는 모두 몇 g 일지 계산해보시오.","a = 55
b = 240
c = 35
d = 1
e = 5
f = 4
y = a * d + (b // 12 * e) + c * f
print(y)",295
1,"우유를 지성이는 11/25리터 마셨고, 영표는 0.60리터 마셨습니다. 두 사람이 마신 우유의 양의 차는 얼마입니까?","a = 11/25
b = 0.60
y = b - a
print(""{:.2f}"".format(y))",0.16
7,"승아와 승현이는 길이가 같은 색 테이프를 각각 가지고 있습니다. 승아는 가지고 있는 색 테이프의 1/6만큼을 사용했고 승현이는 2/7만큼을 사용했다면, 누가 색 테이프를 더 많이 사용했습니까?","a = 1 / 6
b = 2 / 7
dicts = {'승아': a, '승현': b}
y = max(dicts, key=dicts.get)
print(y)",승현
5,다음 식 (3+2/9) + A =12를 만족하는 수를 소수점 아래 둘 째 자리까지 표기해보세요. ,"a = (3 + 2/9)
b = 12
y = b - a
print(""{:.2f}"".format(y))",8.78
8,"밑변이 15센티미터인 삼각형 A의 넓이가 밑변이 30센티미터, 높이가 20센티미터인 삼각형 B의 넓이와 같다고 합니다. 그렇다면, A의 높이는 몇 센티미터인가요?","a = 15
b = 30
c = 20
y = b * c // a
print(y)",40
8,"가로가 13m , 세로가 22m 인 직사각형 모양의 철판의 넓이는 몇 m²입니까?","a = 13
b = 22
y = a * b
print(y)",286
4,한 자리 수이면서 36의 약수이고 30의 약수는 아닌 수 중 가장 작은 수를 구해보세요.,"a = 36
b = 30
for i in range(1, a + 1):
    if a % i == 0 and b % i != 0 and i < 10:
        y = i
        break
print(y)",4
8,정오각형의 한 변의 길이가 30센티미터입니다. 정오각형과 둘레가 같은 정육각형의 한 변의 길이는 몇 센티미터인가요?,"a = 5
b = 6
c = 30
y = c * a // b
print(y)",25
4,25의 배수 중에서 가장 작은 수를 쓰시오,"a = 25
y = a * 1
print(y)",25
3,"4장의 숫자 카드 2, 4, 5, 6를 한 번씩 모두 사용하여 두 자리수 두개의 곱을 구하려고 합니다. 가장 큰 곱과 가장 작은 곱의 합을 구하시오.","from itertools import permutations

a = ['2', '4', '5', '6']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = max(c) + min(c)
print(y)",4498
1,선형이의 몸무게는 40.8kg이고 언니의  몸무게는 선형이의  몸무게에  1.2배입니다. 언니의 몸무게는 몇 kg일까요?,"a = 40.8
b = 1.2
y = a * b
print(""{:.2f}"".format(y))",48.96
3,"숫자 1, 2, 3, 4, 5가 있습니다. 이중에서 24/86을 약분하려고 할 때 분모와 분자를 나눌 수 없는 수의 개수를 구하세요.","a = [1, 2, 3, 4, 5]
b = 24
c = 86
y = 0
for i in a:
    if b % i != 0 or c % i != 0:
        y += 1
print(y)",3
1,들이가 8/13 L 인 병에 물을 가득 채우려고 합니다. 0.2L 들이의 그릇에 물을 가득 채워 부으면 몇 번을 부어야 할까요?,"a = 8/ 13
b = 0.2
y = int(a / b)
print(y)",3
1,연지는 7000원짜리 장난감을 사려고 합니다. 1000원짜리 지폐를 최소 몇 장 내야 구매할 수 있을까요?,"a = 7000
b = 1000
y = a // b
print(y)",7
1,남이 시키는 일을 하여 주는 일을 심부름이라고 합니다. 나형이는 심부름을 한 번 할 때마 다 용돈을 7000원씩 받습니다. 나형이가 심부름을 6번 하여 받는 용돈은 얼마가 될까요?,"a = 7000
b = 6
y = a * b
print(y)",42000
8,한 변의 길이가 센티미터인 정삼각형이 있습니다. 이 정삼각형의 둘레는 몇 센티미터일까요?,"a = 7
b = 3
y = a * b
print(y)",21
1,돼지고기는 지방이 적당하고 단백질이 있습니다. 돼지고기 500g에 들어 있는 단백질이 255g일 때 닭가슴살 150g에 들어 있는 단백질은 몇 g인지 소수로 나타내어 보시오.,"a = 500
b = 255
c = 150
y = b / (a / c)
print(""{:.2f}"".format(y))",76.50
7,"어머니께서 수박을 한 통 사 오셨습니다. 형은 수박 한 통의 1/7을 먹었고, 승훈이는 1/6을 먹었고, 동생은 1/5을 먹었습니다. 수박을 가장 적게 먹은 사람은 누구입니까?","a = 1/7
b = 1/6
c = 1/5
dicts = {'형': a, '승훈': b, '동생': c}
y = min(dicts, key=dicts.get)
print(y)",형
8,"넓이가 25cm², 윗변이 2cm, 밑변이 8cm인 사다리꼴이 있습니다. 이 사다리꼴의 높이는 몇 cm인가요?","a = 25
b = 2
c = 8
y = (a * 2) // (b + c)
print(y)",5
1,만쥬가 10개씩 4봉지 있습니다. 만쥬를 한 명에게 8개씩 나누어 준다면 몇 명에게 나누어 줄 수 있습니까?,"a = 10
b = 4
c = 8
y = a * b // c
print(y)",5
8,"가로가 15cm, 세로가 10cm인 직사각형 4개를 가로로 붙여 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 15
b = 10
c = 4
y = (a * c * 2) + (b * 2)
print(y)",140
8,"밑변이 10cm, 높이가 3cm인 삼각형의 넓이를 구하세요.","a = 10
b = 4
y = int(a * b / 2)
print(y)",20
1,"은영이의 키는 1 미터 60 센티미터 이고, 미선이의 키는 은영이 보다 2센티미터 더 크다고 합니다. 미선이의 키는 몇 미터 인지 소수로 나타내시오.","a = 1.60
b = 2
c = 0.01
d = b * c
y = a + d
print(""{:.2f}"".format(y))",1.62
4,"45, 11, 6, 4중 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [41, 11, 6, 4]
b = max(a)
c = min(a)
y = b * c
print(y)",164
8,"한 변의 길이가 각각 24cm, 36cm인 직사각형 모양의 종이를 한 변의 길이가 3cm인 정사각형으로 자르면 정사각형은 최대 몇 장까지 만들 수 있을까요?","a = 24
b = 36
c = 3
y = (a * b) // (c ** 2)
print(y)",96
4,1부터 9까지의 자연수 중에서 6－25÷5＋4 ＞ □ 인 계산식이 성립하도록 □안에 들어갈 수 있는 수는 모두 몇 개 일지 구해보세요.,"a = 6 - 25//5 + 4
b = 1
c = 9
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",4
3,1부터 9까지의 수 중에서 다음 식 33 > 5 * A 을 만족하는 가장 큰 수는 얼마입니까? ,"a = 33
b = 5
c = a // b
d = 9
y = c if c < 10 else d
print(y)",6
8,"어느 직사각형의 둘레는 50센티미터이고, 가로의 길이가 9센티미터입니다. 이 직사각형의 세로는 몇 센티미터입니까?","a = 4
b = 50
c = 9
y = (b - (c * 2)) // 2
print(y)",16
3,"숫자 카드 5, 6, 9, 1, 3를 한 번씩 사용하여 만들 수 있는 수중에서 가장 작은 수를 구하시오.","a = [5, 6, 9, 1, 3]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",13569
7,"윤석, 지민, 민주는 감자밭에서 감자를 캤습니다. 딴 감자 전체의 1/9은 윤석이가 캤고 지민이는 윤석이가 딴 양의 3배를 캤고, 나머지는 민주가 캤습니다. 누가 감자를 가장 적게 캤는지 구하시오.","a = 1 / 9
b = a * 3
c = 1 - (a + b)
dicts = {'윤석': a, '지민': b, '민주': c}
y = min(dicts, key=dicts.get)
print(y)",윤석
4,1/4보다 크고 9/14보다 작은 분수 중에서 분모가 28인 분수는 모두 몇 개 일지 구해보세요.,"a = 1 / 4
b = 9 / 14
c = 28
y = 0
for i in range(1, c):
    if i / c > a and i / c < b:
        y = y + 1
print(y)",10
8,"진호가 가지고 있는 막대자석의 가로 길이는 1.3센티미터, 세로는 2.9센티미터입니다. 이 막대자석을 위에서 내려다봤을 때 보이는 면의 넓이는 몇 센티미터²인지 구하시오.","a = 1.3
b = 2.9
y = a * b
print(""{:.2f}"".format(y))",3.77
8,"가로가 10cm, 세로가 15cm, 높이가 3cm인 직육면체의 모든 모서리의 길이의 합은 몇 cm입니까?","a = 10
b = 15
c = 3
y = (a + b + c) * 4
print(y)",112
1,24개의 공을 바구니에 3개씩 넣으려고 할 때 필요한 바구니는 몇 개일까요?,"a = 24
b = 3
y = a // b
print(y)",8
1,"길이가 각각 5m 70cm, 6m 80cm인 두 색 테이프를 150cm만큼 겹치게 이어 붙였습니다. 붙인 테이프의 전체 길이는 얼마인가요?","a = 5 * 100 + 70
b = 6 * 100 + 80
c = 150
y = (a + b) - c
print(y)",1100
6,어떤 수에 6을 곱해야 할 것을 잘못하여 빼었더니 32가 되었습니다. 바르게 계산한 값을 구하시오.,"a = 6
b = 32
y = (b + a) * a
print(y)",228
